pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	PPI
7ean	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN	03/31/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 6D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.91	X-RAY DIFFRACTION	0.224	0.191	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None	7EAN_HL_A
5kvd	H	L	0	E	protein		zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-2, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.65	X-RAY DIFFRACTION	0.221	0.19	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None	5KVD_HL_E
6vbq	E	F	0	J	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.18100000000000002	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	6VBQ_EF_J
6vbq	C	D	0	K	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.18100000000000002	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	6VBQ_CD_K
6vbq	A	B	0	I	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.18100000000000002	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	6VBQ_AB_I
6vbq	H	L	0	P	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.18100000000000002	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	6VBQ_HL_P
6e4z	H	L	0	P	peptide		proprotein convertase subtilisin/kexin type 9	IMMUNE SYSTEM	07/18/18	Anti-PCSK9 fab 6E2 bound to the modified N-terminal peptide from PCSK9	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Ultsch, M.H., Kirchhofer, D.K.	2.202	X-RAY DIFFRACTION	0.236	0.195	False	True	IGHV6	IGKV2	Kappa	None	None	None	None	None	6E4Z_HL_P
6x1v	H	L	0	D	peptide		aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC44-8) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	2.11	X-RAY DIFFRACTION	0.220	0.177	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1V_HL_D
3dur	B	A	0	A	carbohydrate	KDO	3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID	IMMUNE SYSTEM	07/17/08	Crystal structure of SAG173-04	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Brooks, C.L., Blackler, R.J., Gerstenbruch, S., Kosma, P., Muller-Loennies, S., Brade, H., Evans, S.V.	1.86	X-RAY DIFFRACTION	0.247	0.17800000000000002	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None	3DUR_BA_A
3dur	D	C	0	D	carbohydrate	KDO	3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID	IMMUNE SYSTEM	07/17/08	Crystal structure of SAG173-04	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Brooks, C.L., Blackler, R.J., Gerstenbruch, S., Kosma, P., Muller-Loennies, S., Brade, H., Evans, S.V.	1.86	X-RAY DIFFRACTION	0.247	0.17800000000000002	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None	3DUR_DC_D
5zia	G	L	0	R	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_GL_R
5zia	O	P	0	Q	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_OP_Q
5zia	A	B	0	C	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_AB_C
5zia	D	E	0	F	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_DE_F
5zia	H	I	0	J	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_HI_J
5zia	K	M	0	N	peptide		phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.2	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None	5ZIA_KM_N
6x1w	H	L	0	A	peptide		aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC56-2) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	1.95	X-RAY DIFFRACTION	0.241	0.2	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6X1W_HL_A
6wfz	H	L	0	P	peptide		npna3 peptide	IMMUNE SYSTEM	04/04/20	Crystal structure of Fab399 in complex with NPNA3 peptide from circumsporozoite protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Pholcharee, T., Oyen, D., Wilson, I.A.	1.84	X-RAY DIFFRACTION	0.225	0.18600000000000003	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None	6WFZ_HL_P
6wfz	A	B	0	C	peptide		npna3 peptide	IMMUNE SYSTEM	04/04/20	Crystal structure of Fab399 in complex with NPNA3 peptide from circumsporozoite protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Pholcharee, T., Oyen, D., Wilson, I.A.	1.84	X-RAY DIFFRACTION	0.225	0.18600000000000003	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None	6WFZ_AB_C
6was	A	B	0	G	protein		1fd6 16055 v1v2 scaffold	IMMUNE SYSTEM	03/31/21	Structure of D19.PA8 Fab in complex with 1FD6 16055 V1V2 scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Singh, S., Liban, T.J., Pancera, M.	1.9040000000000001	X-RAY DIFFRACTION	0.228	0.19399999999999998	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None	6WAS_AB_G
6was	H	L	0	J	protein		1fd6 16055 v1v2 scaffold	IMMUNE SYSTEM	03/31/21	Structure of D19.PA8 Fab in complex with 1FD6 16055 V1V2 scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Singh, S., Liban, T.J., Pancera, M.	1.9040000000000001	X-RAY DIFFRACTION	0.228	0.19399999999999998	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None	6WAS_HL_J
4ptu	B	A	0	B	carbohydrate	RAM	ALPHA-L-RHAMNOSE	IMMUNE SYSTEM	03/11/14	Crystal Structure of anti-23F strep Fab C05 with rhamnose	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Smith, K., Schrader, J.W., Pai, E.F.	1.511	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	4PTU_BA_B
5w2b	H	L	0	A	protein		nucleoprotein	viral protein/immune system	06/06/17	Crystal structure of C-terminal domain of Ebola (Reston) nucleoprotein in complex with Fab fragment	HOMO SAPIENS; RESTON EBOLAVIRUS	homo sapiens	homo sapiens	reston ebolavirus	Radwanska, M.J., Derewenda, U., Kossiakoff, A.A., Derewenda, Z.S.	2.25	X-RAY DIFFRACTION	0.254	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	5W2B_HL_A
4xak	D	E	0	B	protein		spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	4XAK_DE_B
4xak	H	L	0	A	protein		spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	4XAK_HL_A
5ea0	H	L	0	P	peptide		complement factor h-related protein 2	IMMUNE SYSTEM	10/15/15	Structure of the antibody 7968 with human complement factor H-derived peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Bushey, R.T., Moody, M.A., Nicely, N.I., Alam, S.M., Haynes, B.F., Winkler, M.T., Gottlin, E.B., Campa, M.J., Liao, H.-X., Patz Jr., E.F.	2.0	X-RAY DIFFRACTION	0.275	0.196	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None	5EA0_HL_P
4nik		B	0	A	protein		26s proteasome non-atpase regulatory subunit 10	Oncoprotein/Immune System	11/06/13	Structure of human Gankyrin in complex to the single chain antibody F5	HOMO SAPIENS; SYNTHETIC CONSTRUCT			homo sapiens	Sato, Y., Weiss, E., Rochel, N.	2.5	X-RAY DIFFRACTION	0.208	0.16399999999999998	True	True	unknown	unknown	unknown	None	None	None	None	None	4NIK_B_A
5kve	H	L	0	E	protein		zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-48, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.7	X-RAY DIFFRACTION	0.213	0.187	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None	5KVE_HL_E
3g04	B	A	0	C	protein		thyrotropin receptor	IMMUNE SYSTEM	01/27/09	Crystal structure of the TSH receptor in complex with a thyroid-stimulating autoantibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sanders, J., Chirgadze, D.Y., Sanders, P., Baker, S., Sullivan, A., Bhardwaja, A., Bolton, J., Reeve, M., Nakatake, N., Evans, M., Richards, T., Powell, M., Miguel, R.N., Blundell, T.L., Furmaniak, J., Smith, B.R.	2.55	X-RAY DIFFRACTION	0.245	0.18100000000000002	False	True	IGHV5	IGLV1	Lambda	None	None	None	None	None	3G04_BA_C
4ffy	H	L	0	A	protein		envelope glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	06/01/12	Crystal structure of DENV1-E111 single chain variable fragment bound to DENV-1 DIII, strain 16007.	MUS MUSCULUS; DENGUE VIRUS 1	mus musculus	mus musculus	dengue virus 1	Austin, S.K., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	2.5	X-RAY DIFFRACTION	0.229	0.174	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	4FFY_HL_A
6cvk		A	0	C	protein		capsid protein	VIRAL PROTEIN/IMMUNE SYSTEM	03/28/18	Hepatitis B e-antigen in complex with scFv e13	ORYCTOLAGUS CUNICULUS; HEPATITIS B VIRUS	oryctolagus cuniculus		hepatitis b virus	Eren, E., Steven, A.C., Wingfield, P.T.	2.38	X-RAY DIFFRACTION	0.221	0.175	True	True	unknown	unknown	unknown	None	None	None	None	None	6CVK_A_C
6cvk		B	0	D	protein		capsid protein	VIRAL PROTEIN/IMMUNE SYSTEM	03/28/18	Hepatitis B e-antigen in complex with scFv e13	ORYCTOLAGUS CUNICULUS; HEPATITIS B VIRUS	oryctolagus cuniculus		hepatitis b virus	Eren, E., Steven, A.C., Wingfield, P.T.	2.38	X-RAY DIFFRACTION	0.221	0.175	True	True	unknown	unknown	unknown	None	None	None	None	None	6CVK_B_D
2xqy	G	L	0	A	protein		envelope glycoprotein h	IMMUNE SYSTEM/VIRAL PROTEIN	09/08/10	Crystal structure of Pseudorabies core fragment of glycoprotein H in  complex with Fab d6.3	SUID HERPESVIRUS; MUS MUSCULUS	mus musculus	mus musculus	suid herpesvirus	Backovic, M., Dubois, R., Cockburn, J., Sharff, A., Vaney, M., Granzow, H., Klupp, B., Bricogne, G., Mettenleiter, T., Rey, F.	2.05	X-RAY DIFFRACTION	0.2046	0.1878	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	2XQY_GL_A
2xqy	J	K	0	E	protein		envelope glycoprotein h	IMMUNE SYSTEM/VIRAL PROTEIN	09/08/10	Crystal structure of Pseudorabies core fragment of glycoprotein H in  complex with Fab d6.3	SUID HERPESVIRUS; MUS MUSCULUS	mus musculus	mus musculus	suid herpesvirus	Backovic, M., Dubois, R., Cockburn, J., Sharff, A., Vaney, M., Granzow, H., Klupp, B., Bricogne, G., Mettenleiter, T., Rey, F.	2.05	X-RAY DIFFRACTION	0.2046	0.1878	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	2XQY_JK_E
3uji	H	L	0	P	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM	11/07/11	Crystal structure of anti-HIV-1 V3 Fab 2558 in complex with MN peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hiv-1 m	Kong, X.P.	1.6	X-RAY DIFFRACTION	0.194	0.161	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None	3UJI_HL_P
4plj	H	L	0	A	protein		capsid protein	VIRAL PROTEIN/IMMUME SYSTEM	05/18/14	Hepatitis E Virus E2s domain (Genotype IV) in complex with a neutralizing antibody 8G12	HEPATITIS E VIRUS; MUS MUSCULUS	mus musculus	mus musculus	hepatitis e virus	Tang, X.H., Li, S.W., Sivaraman, J.	2.3	X-RAY DIFFRACTION	0.242	0.187	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None	4PLJ_HL_A
4plj	D	C	0	B	protein		capsid protein	VIRAL PROTEIN/IMMUME SYSTEM	05/18/14	Hepatitis E Virus E2s domain (Genotype IV) in complex with a neutralizing antibody 8G12	HEPATITIS E VIRUS; MUS MUSCULUS	mus musculus	mus musculus	hepatitis e virus	Tang, X.H., Li, S.W., Sivaraman, J.	2.3	X-RAY DIFFRACTION	0.242	0.187	False	False	IGHV1	IGKV12	Kappa	None	None	None	None	None	4PLJ_DC_B
6uce	H	L	0	C	peptide		hiv fusion peptide	IMMUNE SYSTEM/VIRAL PROTEIN	09/16/19	N123-VRC34_pI3 HIV neutralizing antibody in complex with HIV fusion peptide residue 512-519	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Xu, K., Kwong, P.D.	1.382	X-RAY DIFFRACTION	0.204	0.18	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6UCE_HL_C
3mlu	H	L	0	P	peptide		hiv-1 gp120 third variable region (v3) crown	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 2557 in complex with a ZAM18 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.-P.	2.77	X-RAY DIFFRACTION	0.310	0.196	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None	3MLU_HL_P
2y5t	A	B	0	EGF	peptide | peptide | peptide	NA | NA | NA	c1 | c1 | c1	IMMUNE SYSTEM	01/17/11	Crystal structure of the pathogenic autoantibody CIIC1 in complex  with the triple-helical C1 peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	mus musculus | mus musculus | mus musculus	Dobritzsch, D., Lindh, I., Schneider, N., Uysal, H., Nandakumar, K.S., Burkhardt, H., Schneider, G., Holmdahl, R.	2.2	X-RAY DIFFRACTION	0.24544	0.18845	False	False	IGHV1	IGKV3	Kappa	None	None	None			2Y5T_AB_EGF
5wn9		H	0	A	peptide		major surface glycoprotein g	VIRAL PROTEIN/IMMUNE SYSTEM	07/31/17	Structure of antibody 2D10 bound to the central conserved region of RSV G	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens		human respiratory syncytial virus a (straina2) 	Fedechkin, S.O., George, N.L., Wolff, J.T., Kauvar, L.M., DuBois, R.M.	1.551	X-RAY DIFFRACTION	0.185	0.16899999999999998	True	True	unknown	unknown	unknown	None	None	None	None	None	5WN9_H_A
4hix	H	L	0	A	peptide		beta-amyloid protein 40	PROTEIN FIBRIL/Immune System	10/12/12	Crystal structure of a humanised 3D6 Fab bound to amyloid beta peptide	HOMO SAPIENS, MUS MUSCULUS; SYNTHETIC CONSTRUCT	homo sapiens, mus musculus	homo sapiens, mus musculus	homo sapiens	Miles, L.A., Crespi, G.A.N., Parker, M.W.	2.204	X-RAY DIFFRACTION	0.220	0.17	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None	4HIX_HL_A
1w72	I	M	0	DF	protein | peptide	NA | NA	hla class i histocompatibility antigen | melanoma-associated antigen 1	IMMUNE SYSTEM	08/27/04	Crystal structure of HLA-A1:MAGE-A1 in complex with Fab-Hyb3	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Hulsmeyer, M., Chames, P., Hillig, R.C., Stanfield, R.L., Held, G., Coulie, P.G., Alings, C., Wille, G., Saenger, W., Ziegler, B.Uchanska-, Hoogenboom, H.R., Zieger, A.	2.15	X-RAY DIFFRACTION	0.248	0.182	False	True	IGHV3	IGLV3	Lambda	1.40e-08	-10.71	15537658			1W72_IM_DF
1w72	H	L	0	AC	protein | peptide	NA | NA	hla class i histocompatibility antigen | melanoma-associated antigen 1	IMMUNE SYSTEM	08/27/04	Crystal structure of HLA-A1:MAGE-A1 in complex with Fab-Hyb3	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Hulsmeyer, M., Chames, P., Hillig, R.C., Stanfield, R.L., Held, G., Coulie, P.G., Alings, C., Wille, G., Saenger, W., Ziegler, B.Uchanska-, Hoogenboom, H.R., Zieger, A.	2.15	X-RAY DIFFRACTION	0.248	0.182	False	True	IGHV3	IGLV3	Lambda	1.40e-08	-10.71	15537658			1W72_HL_AC
6c5k	H	L	0	H	carbohydrate	GP1	polysaccharide	SUGAR BINDING PROTEIN	01/16/18	S25-23 Fab in complex with Chlamydiaceae LPS (Crystal form 2)	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Haji-Ghassemi, O., Evans, S.V.	1.75	X-RAY DIFFRACTION	0.218	0.188	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None	6C5K_HL_H
6c5k	A	B	0	A	carbohydrate	GP1	polysaccharide	SUGAR BINDING PROTEIN	01/16/18	S25-23 Fab in complex with Chlamydiaceae LPS (Crystal form 2)	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Haji-Ghassemi, O., Evans, S.V.	1.75	X-RAY DIFFRACTION	0.218	0.188	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None	6C5K_AB_A
6cdm	A	B	0	C	peptide		hiv fusion peptide (512-519)	IMMUNE SYSTEM	02/08/18	Structure of vaccine-elicited HIV-1 neutralizing antibody vFP7.04 in complex with HIV-1 fusion peptide residue 512-519	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.408	X-RAY DIFFRACTION	0.222	0.184	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6CDM_AB_C
6cdm	D	E	0	F	peptide		hiv fusion peptide (512-519)	IMMUNE SYSTEM	02/08/18	Structure of vaccine-elicited HIV-1 neutralizing antibody vFP7.04 in complex with HIV-1 fusion peptide residue 512-519	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.408	X-RAY DIFFRACTION	0.222	0.184	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6CDM_DE_F
5l6y	H	L	0	C	protein		interleukin-13	IMMUNE SYSTEM	06/01/16	il13 in complex with tralokinumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Breed, J.	1.99	X-RAY DIFFRACTION	0.211	0.18899999999999997	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None	5L6Y_HL_C
3qa3	B	A	0	E	protein		integrin alpha-m	IMMUNE SYSTEM/ cell adhesion	01/10/11	Crystal Structure of A-domain in complex with antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Mahalingam, B., Xiong, J.P., Arnaout, M.A.	3.0	X-RAY DIFFRACTION	0.224	0.19399999999999998	False	False	IGHV14	IGKV8	Kappa	None	None	None	None	None	3QA3_BA_E
3qa3	D	C	0	G	protein		integrin alpha-m	IMMUNE SYSTEM/ cell adhesion	01/10/11	Crystal Structure of A-domain in complex with antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Mahalingam, B., Xiong, J.P., Arnaout, M.A.	3.0	X-RAY DIFFRACTION	0.224	0.19399999999999998	False	False	IGHV14	IGKV8	Kappa	None	None	None	None	None	3QA3_DC_G
3qa3	K	J	0	L	protein		integrin alpha-m	IMMUNE SYSTEM/ cell adhesion	01/10/11	Crystal Structure of A-domain in complex with antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Mahalingam, B., Xiong, J.P., Arnaout, M.A.	3.0	X-RAY DIFFRACTION	0.224	0.19399999999999998	False	False	IGHV14	IGKV8	Kappa	None	None	None	None	None	3QA3_KJ_L
3qa3	H	F	0	I	protein		integrin alpha-m	IMMUNE SYSTEM/ cell adhesion	01/10/11	Crystal Structure of A-domain in complex with antibody	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Mahalingam, B., Xiong, J.P., Arnaout, M.A.	3.0	X-RAY DIFFRACTION	0.224	0.19399999999999998	False	False	IGHV14	IGKV8	Kappa	None	None	None	None	None	3QA3_HF_I
7lm8	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	03/31/21	Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with two cross-neutralizing antibodies CV38-142 and COVA1-16 Fabs isolated from COVID-19 patients	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Liu, H., Wilson, I.A.	1.936	X-RAY DIFFRACTION	0.201	0.16899999999999998	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	7LM8_HL_A
7lm8	M	N	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	03/31/21	Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with two cross-neutralizing antibodies CV38-142 and COVA1-16 Fabs isolated from COVID-19 patients	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Liu, H., Wilson, I.A.	1.936	X-RAY DIFFRACTION	0.201	0.16899999999999998	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None	7LM8_MN_A
5gru		H	0	A	protein		maltose-binding periplasmic protein	IMMUNE SYSTEM	08/12/16	Structure of mono-specific diabody	ESCHERICHIA COLI; MUS MUSCULUS; HOMO SAPIENS	homo sapiens		escherichia coli	Kim, J.H., Song, D.H., Youn, S.J., Cho, G., Lee, H., Lee, J.O.	1.955	X-RAY DIFFRACTION	0.237	0.19699999999999998	True	True	unknown	unknown	unknown	None	None	None	None	None	5GRU_H_A
5gru		L	0	A	protein		maltose-binding periplasmic protein	IMMUNE SYSTEM	08/12/16	Structure of mono-specific diabody	ESCHERICHIA COLI; MUS MUSCULUS; HOMO SAPIENS	mus musculus		escherichia coli	Kim, J.H., Song, D.H., Youn, S.J., Cho, G., Lee, H., Lee, J.O.	1.955	X-RAY DIFFRACTION	0.237	0.19699999999999998	True	True	unknown	unknown	unknown	None	None	None	None	None	5GRU_L_A
