pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4wfe	E	D	0	A	protein	NA	potassium channel subfamily k member 4	METAL TRANSPORT	09/15/14	Human TRAAK K+ channel in a K+ bound conductive conformation	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Brohawn, S.G., MacKinnon, R.	2.5	X-RAY DIFFRACTION	0.234	0.199	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
3d85	B	A	0	C	protein	NA	interleukin-23 subunit p19	IMMUNE SYSTEM/CYTOKINE	05/22/08	Crystal structure of IL-23 in complex with neutralizing FAB	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Beyer, B.M., Ingram, R., Ramanathan, L., Reichert, P., Le, H., Madison, V.	1.9	X-RAY DIFFRACTION	0.214	0.171	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
4aei	H	L	0	A	protein	NA	alpha-mammal toxin aah2	IMMUNE SYSTEM/TOXIN	01/10/12	Crystal structure of the AaHII-Fab4C1 complex	ANDROCTONUS AUSTRALIS HECTOR; MUS MUSCULUS	mus musculus	mus musculus	androctonus australis hector	Fabrichny, I.P., Mondielli, G., Conrod, S., Martin-Eauclaire, M.F., Bourne, Y., Marchot, P.	2.3	X-RAY DIFFRACTION	0.25403	0.19862	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
4aei	I	M	0	B	protein	NA	alpha-mammal toxin aah2	IMMUNE SYSTEM/TOXIN	01/10/12	Crystal structure of the AaHII-Fab4C1 complex	ANDROCTONUS AUSTRALIS HECTOR; MUS MUSCULUS	mus musculus	mus musculus	androctonus australis hector	Fabrichny, I.P., Mondielli, G., Conrod, S., Martin-Eauclaire, M.F., Bourne, Y., Marchot, P.	2.3	X-RAY DIFFRACTION	0.25403	0.19862	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
4aei	J	N	0	C	protein	NA	alpha-mammal toxin aah2	IMMUNE SYSTEM/TOXIN	01/10/12	Crystal structure of the AaHII-Fab4C1 complex	ANDROCTONUS AUSTRALIS HECTOR; MUS MUSCULUS	mus musculus	mus musculus	androctonus australis hector	Fabrichny, I.P., Mondielli, G., Conrod, S., Martin-Eauclaire, M.F., Bourne, Y., Marchot, P.	2.3	X-RAY DIFFRACTION	0.25403	0.19862	False	False	IGHV5	IGKV1	Kappa	None	None	None	None	None
6c9u	H	L	0	A	protein	NA	6-deoxyerythronolide-b synthase erya2, modules 3 and 4	TRANSFERASE/immune system	01/28/18	Crystal structure of [KS3][AT3] didomain from module 3 of 6-deoxyerthronolide B synthase in complex with antibody fragment (Fab)	SACCHAROPOLYSPORA ERYTHRAEA; HOMO SAPIENS	homo sapiens	homo sapiens	saccharopolyspora erythraea	Deis, L.N., Li, X., Mathews, I.I., Khosla, C.	2.09	X-RAY DIFFRACTION	0.210	0.166	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
4nzu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/12/13	Crystal structure of the primary monoclonal antibody 13PL Fab' from a multiple myeloma patient	HOMO SAPIENS	homo sapiens	homo sapiens		Zhu, X., Wilson, I.A.	1.2	X-RAY DIFFRACTION	0.163	0.136	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
6my4	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/01/18	Crystal structure of the dimeric bH1-Fab variant [HC-Y33W,HC-D98M,HC-G99M,LC-S30bR]	HOMO SAPIENS	homo sapiens	homo sapiens		Shi, R., Picard, M.-E., Manenda, M.	1.69	X-RAY DIFFRACTION	0.230	0.189	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6my4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/01/18	Crystal structure of the dimeric bH1-Fab variant [HC-Y33W,HC-D98M,HC-G99M,LC-S30bR]	HOMO SAPIENS	homo sapiens	homo sapiens		Shi, R., Picard, M.-E., Manenda, M.	1.69	X-RAY DIFFRACTION	0.230	0.189	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6j14	A	B	0	G	protein	NA	programmed cell death protein 1	IMMUNE SYSTEM	12/27/18	Complex structure of GY-14 and PD-1	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Chen, D., Tan, S., Whang, H., Zhang, H., Chai, Y., Qi, J., Yan, J., Gao, G.F.	1.4	X-RAY DIFFRACTION	0.215	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vgr	C	D	0	A	protein	NA	dipeptidase 3	HYDROLASE	01/08/20	Crystal Structure of Human Dipeptidase 3 in Complex with Fab of SC-003	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hayashi, K., Longenecker, K.L., Vivona, S.	2.84	X-RAY DIFFRACTION	0.248	0.190	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6vgr	H	L	0	B	protein	NA	dipeptidase 3	HYDROLASE	01/08/20	Crystal Structure of Human Dipeptidase 3 in Complex with Fab of SC-003	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hayashi, K., Longenecker, K.L., Vivona, S.	2.84	X-RAY DIFFRACTION	0.248	0.190	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1frg	H	L	0	P	peptide	NA	influenza hemagglutinin ha1 (strain x47)(residues 101 - 108) 	VIRAL PROTEIN/IMMUNE SYSTEM	01/17/94	CRYSTAL STRUCTURE, SEQUENCE, AND EPITOPE MAPPING OF A PEPTIDE COMPLEX OF AN ANTI-INFLUENZA HA PEPTIDE ANTIBODY FAB 26(SLASH)9: FINE-TUNING ANTIBODY SPECIFICITY	MUS MUSCULUS		mus musculus		Churchill, M.E.A., Wilson, I.A.	2.8	X-RAY DIFFRACTION	unknown	0.190	False	True	IGHV5	IGKV8	Kappa	None	None	None	None	None
6dc4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/04/18	RSV-neutralizing human antibody AM22	HOMO SAPIENS	homo sapiens	homo sapiens		Jones, H.G., McLellan, J.S.	1.7	X-RAY DIFFRACTION	0.205	0.180	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6o9i	D	E	0	C	protein	NA	ecd	IMMUNE SYSTEM	03/13/19	Ternary complex of mouse ECD with Fab1 and Fab2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Min, X., Wang, Z.	2.6	X-RAY DIFFRACTION	0.252	0.196	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6o9i	A	B	0	C	protein	NA	ecd	IMMUNE SYSTEM	03/13/19	Ternary complex of mouse ECD with Fab1 and Fab2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Min, X., Wang, Z.	2.6	X-RAY DIFFRACTION	0.252	0.196	False	True	IGHV5	IGKV8	Kappa	None	None	None	None	None
4r90	H	L	0	NA	NA	NA	NA	Immune System	09/03/14	Anti CD70 Llama glama Fab 27B3	LLAMA GLAMA	lama glama	lama glama		Klarenbeek, A., El Mazouari, K., Desmyter, A., Blanchetot, C., Hultberg, A., Roovers, R.C., Cambillau, C., Spinelli, S., Del-Favero, J., Verrips, T., de Haard, H., Achour, I.	1.746	X-RAY DIFFRACTION	0.185	0.163	False	True	IGHV3	IGLV8	Lambda	None	None	None	None	None
5yfi	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/21/17	Crystal structure of the clinically important GPCR in complex with functional antibody	MUS MUSCULUS	mus musculus	mus musculus		Toyoda, Y., Morimoto, K., Suno, R., Horita, S., Iwata, S., Kobayashi, T.	1.848	X-RAY DIFFRACTION	0.232	0.194	False	False	IGHV1	IGKV14	Kappa	None	None	None	None	None
3eo9	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/26/08	Crystal structure the Fab fragment of Efalizumab	HOMO SAPIENS	homo sapiens	homo sapiens		Li, S., Ding, J.	1.8	X-RAY DIFFRACTION	0.217	0.189	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ean	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	03/31/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 6D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.91	X-RAY DIFFRACTION	0.224	0.191	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
6qcu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/31/18	Crystal structure of a Fab portion of the anti EBOV 3T0331 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Cohen-Dvashi, H.	1.56	X-RAY DIFFRACTION	0.203	0.176	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5kvd	H	L	0	E	protein	NA	zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-2, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.65	X-RAY DIFFRACTION	0.221	0.190	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
6vbq	E	F	0	J	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6vbq	C	D	0	K	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6vbq	A	B	0	I	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6vbq	H	L	0	P	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/Viral Protein	12/19/19	Crystal structure of anti-HIV-1 antibody DH822 bound to gp120 V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Janus, B.M., Ofek, G.	2.116	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6e4z	H	L	0	P	peptide	NA	proprotein convertase subtilisin/kexin type 9	IMMUNE SYSTEM	07/18/18	Anti-PCSK9 fab 6E2 bound to the modified N-terminal peptide from PCSK9	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Ultsch, M.H., Kirchhofer, D.K.	2.202	X-RAY DIFFRACTION	0.236	0.195	False	True	IGHV6	IGKV2	Kappa	None	None	None	None	None
6x1v	H	L	0	D	peptide	NA	aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC44-8) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	2.11	X-RAY DIFFRACTION	0.220	0.177	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4odu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/10/14	Unliganded Fab structure of lipid A-specific antibody S1-15	MUS MUSCULUS	mus musculus	mus musculus		Haji-Ghassemi, O., Evans, S.V.	2.29	X-RAY DIFFRACTION	0.233	0.187	False	False	IGHV10	IGKV10	Kappa	None	None	None	None	None
4odu	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/10/14	Unliganded Fab structure of lipid A-specific antibody S1-15	MUS MUSCULUS	mus musculus	mus musculus		Haji-Ghassemi, O., Evans, S.V.	2.29	X-RAY DIFFRACTION	0.233	0.187	False	False	IGHV10	IGKV10	Kappa	None	None	None	None	None
3dur	B	A	0	A	carbohydrate	KDO	3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID	IMMUNE SYSTEM	07/17/08	Crystal structure of SAG173-04	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Brooks, C.L., Blackler, R.J., Gerstenbruch, S., Kosma, P., Muller-Loennies, S., Brade, H., Evans, S.V.	1.86	X-RAY DIFFRACTION	0.247	0.178	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None
3dur	D	C	0	D	carbohydrate	KDO	3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID	IMMUNE SYSTEM	07/17/08	Crystal structure of SAG173-04	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Brooks, C.L., Blackler, R.J., Gerstenbruch, S., Kosma, P., Muller-Loennies, S., Brade, H., Evans, S.V.	1.86	X-RAY DIFFRACTION	0.247	0.178	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None
3n9g	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/29/10	Crystal structure of the Fab fragment of the human neutralizing anti-West Nile Virus MAb CR4354	HOMO SAPIENS	homo sapiens	homo sapiens		Kaufmann, B., Rossmann, M.G.	1.434	X-RAY DIFFRACTION	0.186	0.167	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
5zia	G	L	0	R	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5zia	O	P	0	Q	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5zia	A	B	0	C	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5zia	D	E	0	F	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5zia	H	I	0	J	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5zia	K	M	0	N	peptide	NA	phosphorylated tau peptide	IMMUNE SYSTEM	03/14/18	Crystal structure of human anti-tau antibody CBTAU-24.1 in complex with its phosphorylated tau peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Zhang, H., Wilson, I.A.	2.603	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
6x1w	H	L	0	A	peptide	NA	aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC56-2) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	1.95	X-RAY DIFFRACTION	0.241	0.200	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6wfz	H	L	0	P	peptide	NA	npna3 peptide	IMMUNE SYSTEM	04/04/20	Crystal structure of Fab399 in complex with NPNA3 peptide from circumsporozoite protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Pholcharee, T., Oyen, D., Wilson, I.A.	1.84	X-RAY DIFFRACTION	0.225	0.186	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6wfz	A	B	0	C	peptide	NA	npna3 peptide	IMMUNE SYSTEM	04/04/20	Crystal structure of Fab399 in complex with NPNA3 peptide from circumsporozoite protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Pholcharee, T., Oyen, D., Wilson, I.A.	1.84	X-RAY DIFFRACTION	0.225	0.186	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
4dcq	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/18/12	Crystal Structure of the Fab Fragment of 3B5H10, an Antibody-Specific for Extended Polyglutamine Repeats (orthorhombic form)	MUS MUSCULUS	mus musculus	mus musculus		Peters-Libeu, C.A., Tran, T., Finkbeiner, S., Weisgraber, K.	1.94	X-RAY DIFFRACTION	0.246	0.185	False	False	IGHV9	IGLV3	Lambda	None	None	None	None	None
2dlf	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/17/98	HIGH RESOLUTION CRYSTAL STRUCTURE OF THE FV FRAGMENT FROM AN ANTI-DANSYL SWITCH VARIANT ANTIBODY IGG2A(S) CRYSTALLIZED AT PH 6.75	MUS MUSCULUS	mus musculus	mus musculus		Nakasako, M., Takahashi, H., Shimada, I., Arata, Y.	1.55	X-RAY DIFFRACTION	0.233	0.184	False	False	IGHV6	IGKV1	Kappa	None	None	None	None	None
6ffj	E	E	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	01/08/18	Anti-tumor antibody 14F7-derived single chain fragment variable (scFv)	HOMO SAPIENS	homo sapiens			Bjerregaard-Andersen, K., Heggelund, J.E., Krengel, U.	2.2	X-RAY DIFFRACTION	0.238	0.184	True	True	unknown	unknown	unknown	None	None	None	None	None
6ffj	A	A	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	01/08/18	Anti-tumor antibody 14F7-derived single chain fragment variable (scFv)	HOMO SAPIENS	homo sapiens			Bjerregaard-Andersen, K., Heggelund, J.E., Krengel, U.	2.2	X-RAY DIFFRACTION	0.238	0.184	True	True	unknown	unknown	unknown	None	None	None	None	None
6ffj	G	G	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	01/08/18	Anti-tumor antibody 14F7-derived single chain fragment variable (scFv)	HOMO SAPIENS	homo sapiens			Bjerregaard-Andersen, K., Heggelund, J.E., Krengel, U.	2.2	X-RAY DIFFRACTION	0.238	0.184	True	True	unknown	unknown	unknown	None	None	None	None	None
6ffj	C	C	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	01/08/18	Anti-tumor antibody 14F7-derived single chain fragment variable (scFv)	HOMO SAPIENS	homo sapiens			Bjerregaard-Andersen, K., Heggelund, J.E., Krengel, U.	2.2	X-RAY DIFFRACTION	0.238	0.184	True	True	unknown	unknown	unknown	None	None	None	None	None
6was	A	B	0	G	protein	NA	1fd6 16055 v1v2 scaffold	IMMUNE SYSTEM	03/31/21	Structure of D19.PA8 Fab in complex with 1FD6 16055 V1V2 scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Singh, S., Liban, T.J., Pancera, M.	1.904	X-RAY DIFFRACTION	0.228	0.194	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
6was	H	L	0	J	protein	NA	1fd6 16055 v1v2 scaffold	IMMUNE SYSTEM	03/31/21	Structure of D19.PA8 Fab in complex with 1FD6 16055 V1V2 scaffold	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Singh, S., Liban, T.J., Pancera, M.	1.904	X-RAY DIFFRACTION	0.228	0.194	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
4ptu	B	A	0	B	carbohydrate	RAM	ALPHA-L-RHAMNOSE	IMMUNE SYSTEM	03/11/14	Crystal Structure of anti-23F strep Fab C05 with rhamnose	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Smith, K., Schrader, J.W., Pai, E.F.	1.511	X-RAY DIFFRACTION	0.206	0.179	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5w2b	H	L	0	A	protein	NA	nucleoprotein	viral protein/immune system	06/06/17	Crystal structure of C-terminal domain of Ebola (Reston) nucleoprotein in complex with Fab fragment	HOMO SAPIENS; RESTON EBOLAVIRUS	homo sapiens	homo sapiens	reston ebolavirus	Radwanska, M.J., Derewenda, U., Kossiakoff, A.A., Derewenda, Z.S.	2.25	X-RAY DIFFRACTION	0.254	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7k3q	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/12/20	An ultra-potent human neutralizing antibody locks the SARS-CoV-2 spike in the closed conformation	HOMO SAPIENS	homo sapiens	homo sapiens		Snell, G., Czudnochowski, N., Ng, C.	1.38	X-RAY DIFFRACTION	0.215	0.199	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1lmk	A	A	0	NA	NA	NA	NA	IMMUNOGLOBULIN	08/29/94	THE STRUCTURE OF A BIVALENT DIABODY	MUS MUSCULUS	mus musculus			Williams, R.L.	2.6	X-RAY DIFFRACTION	unknown	0.200	True	True	unknown	unknown	unknown	None	None	None	None	None
1lmk	G	G	0	NA	NA	NA	NA	IMMUNOGLOBULIN	08/29/94	THE STRUCTURE OF A BIVALENT DIABODY	MUS MUSCULUS	mus musculus			Williams, R.L.	2.6	X-RAY DIFFRACTION	unknown	0.200	True	True	unknown	unknown	unknown	None	None	None	None	None
1lmk	E	E	0	NA	NA	NA	NA	IMMUNOGLOBULIN	08/29/94	THE STRUCTURE OF A BIVALENT DIABODY	MUS MUSCULUS	mus musculus			Williams, R.L.	2.6	X-RAY DIFFRACTION	unknown	0.200	True	True	unknown	unknown	unknown	None	None	None	None	None
1lmk	C	C	0	NA	NA	NA	NA	IMMUNOGLOBULIN	08/29/94	THE STRUCTURE OF A BIVALENT DIABODY	MUS MUSCULUS	mus musculus			Williams, R.L.	2.6	X-RAY DIFFRACTION	unknown	0.200	True	True	unknown	unknown	unknown	None	None	None	None	None
4xak	D	E	0	B	protein	NA	spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4xak	H	L	0	A	protein	NA	spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5ea0	H	L	0	P	peptide	NA	complement factor h-related protein 2	IMMUNE SYSTEM	10/15/15	Structure of the antibody 7968 with human complement factor H-derived peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Bushey, R.T., Moody, M.A., Nicely, N.I., Alam, S.M., Haynes, B.F., Winkler, M.T., Gottlin, E.B., Campa, M.J., Liao, H.-X., Patz Jr., E.F.	2.0	X-RAY DIFFRACTION	0.275	0.196	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
6d9g	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/29/18	X-ray Structure of the FAB Fragment of 15B8, a Murine Monoclonal Antibody Specific for the Human Serotonin Transporter	MUS MUSCULUS	mus musculus	mus musculus		Coleman, J.A., Yang, D., Gouaux, E.	2.3	X-RAY DIFFRACTION	0.228	0.195	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6d9g	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/29/18	X-ray Structure of the FAB Fragment of 15B8, a Murine Monoclonal Antibody Specific for the Human Serotonin Transporter	MUS MUSCULUS	mus musculus	mus musculus		Coleman, J.A., Yang, D., Gouaux, E.	2.3	X-RAY DIFFRACTION	0.228	0.195	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5i18	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/05/16	CRYSTAL STRUCTURE OF HUMAN GERMLINE ANTIBODY IGHV1-69/IGKV4-1	HOMO SAPIENS	homo sapiens	homo sapiens		Teplyakov, A., Obmolova, G., Malia, T., Luo, J., Gilliland, G.	1.92	X-RAY DIFFRACTION	0.213	0.167	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
4nik	B	B	0	A	protein	NA	26s proteasome non-atpase regulatory subunit 10	Oncoprotein/Immune System	11/06/13	Structure of human Gankyrin in complex to the single chain antibody F5	HOMO SAPIENS; SYNTHETIC CONSTRUCT			homo sapiens	Sato, Y., Weiss, E., Rochel, N.	2.5	X-RAY DIFFRACTION	0.208	0.164	True	True	unknown	unknown	unknown	None	None	None	None	None
5kve	H	L	0	E	protein	NA	zika envelope diii	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/16	Zika specific antibody, ZV-48, bound to ZIKA envelope DIII	ZIKA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	zika virus	Zhao, H., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	1.7	X-RAY DIFFRACTION	0.213	0.187	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
3g04	B	A	0	C	protein	NA	thyrotropin receptor	IMMUNE SYSTEM	01/27/09	Crystal structure of the TSH receptor in complex with a thyroid-stimulating autoantibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sanders, J., Chirgadze, D.Y., Sanders, P., Baker, S., Sullivan, A., Bhardwaja, A., Bolton, J., Reeve, M., Nakatake, N., Evans, M., Richards, T., Powell, M., Miguel, R.N., Blundell, T.L., Furmaniak, J., Smith, B.R.	2.55	X-RAY DIFFRACTION	0.245	0.181	False	True	IGHV5	IGLV1	Lambda	None	None	None	None	None
